,Zipcode,Lat,Lon
22146,93660a,36.560154,-120.18392
22147,93660a,36.559765,-120.182701
22148,93660a,36.55965,-120.17839
22149,93660a,36.556722,-120.178419
22150,93660a,36.556217,-120.169571
22151,93660a,36.54576,-120.169743
22152,93660a,36.545827,-120.160981
22153,93660a,36.538414,-120.160927
22154,93660a,36.538371,-120.169858
22155,93660a,36.531309,-120.169925
22156,93660a,36.531536,-120.097884
22157,93660a,36.502309,-120.098158
22158,93660a,36.502304,-120.115798
22159,93660a,36.488263,-120.116001
22160,93660a,36.488095,-120.102699
22161,93660a,36.487814,-120.098291
22162,93660a,36.487869,-120.089338
22163,93660a,36.493962,-120.089262
22164,93660a,36.493818,-120.085579
22165,93660a,36.499949,-120.085466
22166,93660a,36.502518,-120.08511
22167,93660a,36.502544,-120.061528
22168,93660a,36.502566,-120.052771
22169,93660a,36.499918,-120.04353
22170,93660a,36.504459,-120.04343
22171,93660a,36.505953,-120.046875
22172,93660a,36.508011,-120.050314
22173,93660a,36.50927,-120.051197
22174,93660a,36.51142,-120.051373
22175,93660a,36.512907,-120.053279
22176,93660a,36.51383,-120.053343
22177,93660a,36.515837,-120.056068
22178,93660a,36.519996,-120.059051
22179,93660a,36.521678,-120.061548
22180,93660a,36.528258,-120.06166
22181,93660a,36.531654,-120.063803
22182,93660a,36.536571,-120.066352
22183,93660a,36.538047,-120.068595
22184,93660a,36.539395,-120.069752
22185,93660a,36.547753,-120.075563
22186,93660a,36.549671,-120.077798
22187,93660a,36.553223,-120.079818
22188,93660a,36.562561,-120.092741
22189,93660a,36.563591,-120.093683
22190,93660a,36.56545,-120.094682
22191,93660a,36.565045,-120.095456
22192,93660a,36.570768,-120.098677
22193,93660a,36.574452,-120.102015
22194,93660a,36.575081,-120.098281
22195,93660a,36.575806,-120.097452
22196,93660a,36.585247,-120.106747
22197,93660a,36.594272,-120.106683
22198,93660a,36.594206,-120.088487
22199,93660a,36.603471,-120.088478
22200,93660a,36.6035,-120.0979
22201,93660a,36.610737,-120.097963
22202,93660a,36.610694,-120.073245
22203,93660a,36.61408,-120.073359
22204,93660a,36.614331,-120.070634
22205,93660a,36.616047,-120.070521
22206,93660a,36.616162,-120.064703
22207,93660a,36.619776,-120.064674
22208,93660a,36.619731,-120.066774
22209,93660a,36.622453,-120.066859
22210,93660a,36.622705,-120.069556
22211,93660a,36.625374,-120.068966
22212,93660a,36.625385,-120.070556
22213,93660a,36.632851,-120.070415
22214,93660a,36.632873,-120.079386
22215,93660a,36.63992,-120.079387
22216,93660a,36.639804,-120.088386
22217,93660a,36.654424,-120.088278
22218,93660a,36.654373,-120.108524
22219,93660a,36.642109,-120.108857
22220,93660a,36.642108,-120.111214
22221,93660a,36.64085,-120.110872
22222,93660a,36.640759,-120.108885
22223,93660a,36.635174,-120.108839
22224,93660a,36.635154,-120.106444
22225,93660a,36.626301,-120.10652
22226,93660a,36.626343,-120.115347
22227,93660a,36.618031,-120.115449
22228,93660a,36.618027,-120.124333
22229,93660a,36.632631,-120.124323
22230,93660a,36.632744,-120.133503
22231,93660a,36.639928,-120.133498
22232,93660a,36.639958,-120.151356
22233,93660a,36.647165,-120.151324
22234,93660a,36.647214,-120.160553
22235,93660a,36.661731,-120.16061
22236,93660a,36.661678,-120.187584
22237,93660a,36.667765,-120.196929
22238,93660a,36.676184,-120.196872
22239,93660a,36.676139,-120.20582
22240,93660a,36.669496,-120.206055
22241,93660a,36.668719,-120.206369
22242,93660a,36.668519,-120.229535
22243,93660a,36.661012,-120.22962
22244,93660a,36.661025,-120.237137
22245,93660a,36.663582,-120.239314
22246,93660a,36.661524,-120.240639
22247,93660a,36.650135,-120.236504
22248,93660a,36.646331,-120.231999
22249,93660a,36.646569,-120.206565
22250,93660a,36.639385,-120.206603
22251,93660a,36.639047,-120.22952
22252,93660a,36.635481,-120.228907
22253,93660a,36.63741,-120.23167
22254,93660a,36.631843,-120.229694
22255,93660a,36.631819,-120.238622
22256,93660a,36.606734,-120.252578
22257,93660a,36.610299,-120.262465
22258,93660a,36.615025,-120.27396
22259,93660a,36.605348,-120.279125
22260,93660a,36.602762,-120.279689
22261,93660b,36.544885,-120.343242
22262,93660b,36.515897,-120.343172
22263,93660b,36.515854,-120.298211
22264,93660b,36.53043,-120.297982
22265,93660b,36.530293,-120.307111
22266,93660b,36.544709,-120.307026
22267,93660b,36.5448,-120.297922
22268,93660b,36.537729,-120.297867
22269,93660b,36.537862,-120.280031
22270,93660b,36.55944,-120.279794
22271,93660b,36.559422,-120.297721
22272,93660b,36.552076,-120.297836
22273,93660b,36.552051,-120.316057
22274,93660b,36.544816,-120.316073
22275,93660b,36.544885,-120.343242
22276,93662,36.503836,-119.755247
22277,93662,36.489321,-119.755212
22278,93662,36.489261,-119.689836
22279,93662,36.462267,-119.690501
22280,93662,36.457203,-119.690252
22281,93662,36.455261,-119.688479
22282,93662,36.453508,-119.688916
22283,93662,36.445324,-119.680996
22284,93662,36.445288,-119.656525
22285,93662,36.44495,-119.654564
22286,93662,36.445128,-119.648875
22287,93662,36.44655,-119.64842
22288,93662,36.449808,-119.646016
22289,93662,36.450462,-119.642583
22290,93662,36.451811,-119.640644
22291,93662,36.453458,-119.636318
22292,93662,36.453472,-119.632031
22293,93662,36.454177,-119.629834
22294,93662,36.454309,-119.626977
22295,93662,36.453673,-119.62
22296,93662,36.461348,-119.609765
22297,93662,36.468421,-119.600173
22298,93662,36.474208,-119.600198
22299,93662,36.474327,-119.618098
22300,93662,36.489121,-119.617973
22301,93662,36.489105,-119.611056
22302,93662,36.518087,-119.610949
22303,93662,36.51801,-119.593239
22304,93662,36.539777,-119.593139
22305,93662,36.539779,-119.587455
22306,93662,36.547023,-119.596151
22307,93662,36.546932,-119.590671
22308,93662,36.546933,-119.590245
22309,93662,36.546798,-119.575144
22310,93662,36.546904,-119.570429
22311,93662,36.546837,-119.548033
22312,93662,36.561361,-119.548015
22313,93662,36.561305,-119.529693
22314,93662,36.568547,-119.529728
22315,93662,36.575828,-119.530275
22316,93662,36.575858,-119.534702
22317,93662,36.583106,-119.534651
22318,93662,36.583143,-119.539164
22319,93662,36.590382,-119.539084
22320,93662,36.58995,-119.556863
22321,93662,36.5981,-119.55689
22322,93662,36.599864,-119.563286
22323,93662,36.599646,-119.566002
22324,93662,36.605106,-119.565922
22325,93662,36.605119,-119.570258
22326,93662,36.612373,-119.570315
22327,93662,36.612385,-119.574837
22328,93662,36.619647,-119.574844
22329,93662,36.619671,-119.592886
22330,93662,36.634215,-119.592845
22331,93662,36.634396,-119.610566
22332,93662,36.634361,-119.616818
22333,93662,36.630339,-119.616686
22334,93662,36.626689,-119.619065
22335,93662,36.624018,-119.622437
22336,93662,36.623062,-119.624453
22337,93662,36.621234,-119.627052
22338,93662,36.618436,-119.628358
22339,93662,36.605406,-119.628574
22340,93662,36.605291,-119.642057
22341,93662,36.60543,-119.646509
22342,93662,36.598751,-119.646441
22343,93662,36.59835,-119.646536
22344,93662,36.601216,-119.650063
22345,93662,36.601971,-119.652527
22346,93662,36.60189,-119.656418
22347,93662,36.60324,-119.658408
22348,93662,36.602362,-119.657663
22349,93662,36.591893,-119.646294
22350,93662,36.5917,-119.646384
22351,93662,36.590889,-119.648336
22352,93662,36.590862,-119.66439
22353,93662,36.583584,-119.664467
22354,93662,36.583637,-119.709429
22355,93662,36.562087,-119.709545
22356,93662,36.564828,-119.718535
22357,93662,36.561784,-119.718543
22358,93662,36.561708,-119.709545
22359,93662,36.556631,-119.70937
22360,93662,36.557002,-119.711735
22361,93662,36.556517,-119.71406
22362,93662,36.547238,-119.714088
22363,93662,36.547266,-119.71857
22364,93662,36.553956,-119.718558
22365,93662,36.553081,-119.721599
22366,93662,36.551525,-119.724381
22367,93662,36.54989,-119.726091
22368,93662,36.548159,-119.729773
22369,93662,36.549522,-119.73481
22370,93662,36.54741,-119.737071
22371,93662,36.532874,-119.737088
22372,93662,36.532834,-119.729524
22373,93662,36.50835,-119.718881
22374,93662,36.503725,-119.718952
22375,93662,36.503836,-119.755247
22376,93665,36.96555,-120.658378
22377,93665,36.960078,-120.65837
22378,93665,36.960036,-120.654322
22379,93665,36.96003,-120.65375
22380,93665,36.952823,-120.653699
22381,93665,36.95272,-120.636432
22382,93665,36.952803,-120.632463
22383,93665,36.960256,-120.6467
22384,93665,36.96741,-120.637726
22385,93665,36.967433,-120.650292
22386,93665,36.966923,-120.650732
22387,93665,36.967429,-120.651703
22388,93665,36.966934,-120.658325
22389,93665,36.96555,-120.658378
22390,93666,36.545206,-119.340832
22391,93666,36.545304,-119.34298
22392,93666,36.544084,-119.340525
22393,93666,36.54437,-119.340528
22394,93666,36.540147,-119.330735
22395,93666,36.545152,-119.330455
22396,93666,36.552446,-119.331488
22397,93666,36.552451,-119.340398
22398,93666,36.548874,-119.340424
22399,93666,36.546093,-119.340591
22400,93666,36.545279,-119.340523
22401,93666,36.545205,-119.340587
22402,93666,36.545206,-119.340832
22403,93668a,36.712739,-120.241749
22404,93668a,36.689537,-120.242274
22405,93668a,36.689763,-120.236785
22406,93668a,36.689213,-120.23261
22407,93668a,36.687072,-120.226163
22408,93668a,36.686935,-120.22605
22409,93668a,36.689887,-120.224261
22410,93668a,36.712585,-120.223731
22411,93668a,36.712739,-120.241749
22412,93668b,36.632468,-120.378904
22413,93668b,36.625386,-120.379137
22414,93668b,36.625358,-120.370041
22415,93668b,36.610784,-120.369973
22416,93668b,36.610607,-120.351921
22417,93668b,36.619109,-120.35187
22418,93668b,36.618598,-120.34271
22419,93668b,36.632248,-120.342584
22420,93668b,36.632154,-120.317545
22421,93668b,36.632873,-120.31605
22422,93668b,36.602959,-120.315456
22423,93668b,36.602762,-120.279689
22424,93668b,36.605348,-120.279125
22425,93668b,36.615025,-120.27396
22426,93668b,36.610299,-120.262465
22427,93668b,36.606734,-120.252578
22428,93668b,36.631819,-120.238622
22429,93668b,36.631843,-120.229694
22430,93668b,36.63741,-120.23167
22431,93668b,36.635481,-120.228907
22432,93668b,36.639047,-120.22952
22433,93668b,36.639385,-120.206603
22434,93668b,36.646569,-120.206565
22435,93668b,36.646331,-120.231999
22436,93668b,36.650135,-120.236504
22437,93668b,36.661524,-120.240639
22438,93668b,36.663582,-120.239314
22439,93668b,36.661025,-120.237137
22440,93668b,36.661012,-120.22962
22441,93668b,36.668519,-120.229535
22442,93668b,36.668719,-120.206369
22443,93668b,36.669496,-120.206055
22444,93668b,36.683652,-120.227525
22445,93668b,36.686855,-120.225635
22446,93668b,36.686935,-120.22605
22447,93668b,36.686461,-120.226919
22448,93668b,36.688426,-120.232998
22449,93668b,36.689092,-120.238136
22450,93668b,36.688883,-120.242335
22451,93668b,36.688179,-120.246112
22452,93668b,36.685136,-120.26037
22453,93668b,36.685141,-120.261563
22454,93668b,36.683426,-120.262076
22455,93668b,36.682671,-120.263411
22456,93668b,36.681894,-120.266395
22457,93668b,36.679424,-120.267703
22458,93668b,36.677936,-120.267619
22459,93668b,36.677205,-120.269835
22460,93668b,36.678464,-120.270686
22461,93668b,36.68057,-120.273498
22462,93668b,36.681635,-120.274111
22463,93668b,36.682722,-120.276082
22464,93668b,36.682609,-120.280713
22465,93668b,36.684462,-120.28057
22466,93668b,36.685058,-120.281223
22467,93668b,36.684875,-120.283553
22468,93668b,36.685974,-120.284063
22469,93668b,36.687301,-120.283267
22470,93668b,36.687622,-120.287347
22471,93668b,36.689846,-120.288452
22472,93668b,36.690473,-120.290831
22473,93668b,36.689875,-120.291479
22474,93668b,36.690375,-120.2942
22475,93668b,36.692056,-120.295795
22476,93668b,36.691293,-120.301046
22477,93668b,36.693452,-120.305689
22478,93668b,36.693408,-120.309842
22479,93668b,36.69728,-120.314022
22480,93668b,36.697659,-120.314827
22481,93668b,36.700279,-120.316
22482,93668b,36.704359,-120.319028
22483,93668b,36.706935,-120.319601
22484,93668b,36.708006,-120.320925
22485,93668b,36.707907,-120.323025
22486,93668b,36.70845,-120.325113
22487,93668b,36.709873,-120.326265
22488,93668b,36.711674,-120.329894
22489,93668b,36.711794,-120.332159
22490,93668b,36.712717,-120.333646
22491,93668b,36.715457,-120.334697
22492,93668b,36.716808,-120.334384
22493,93668b,36.717659,-120.33317
22494,93668b,36.719384,-120.33347
22495,93668b,36.719628,-120.332802
22496,93668b,36.719636,-120.333521
22497,93668b,36.718787,-120.333788
22498,93668b,36.717789,-120.333278
22499,93668b,36.716673,-120.334808
22500,93668b,36.715386,-120.335018
22501,93668b,36.712726,-120.334157
22502,93668b,36.711631,-120.332454
22503,93668b,36.711456,-120.330365
22504,93668b,36.710042,-120.327347
22505,93668b,36.708277,-120.325465
22506,93668b,36.707838,-120.323639
22507,93668b,36.707942,-120.321722
22508,93668b,36.706646,-120.320345
22509,93668b,36.705028,-120.320493
22510,93668b,36.703375,-120.319713
22511,93668b,36.700525,-120.316283
22512,93668b,36.699372,-120.316127
22513,93668b,36.697715,-120.315056
22514,93668b,36.696752,-120.313556
22515,93668b,36.693185,-120.309758
22516,93668b,36.690097,-120.31165
22517,93668b,36.683574,-120.297673
22518,93668b,36.675954,-120.297532
22519,93668b,36.676024,-120.311263
22520,93668b,36.676409,-120.314976
22521,93668b,36.660889,-120.315164
22522,93668b,36.661371,-120.342294
22523,93668b,36.646779,-120.342461
22524,93668b,36.646976,-120.36853
22525,93668b,36.646884,-120.369609
22526,93668b,36.635785,-120.369742
22527,93668b,36.632381,-120.369997
22528,93668b,36.632468,-120.378904
22529,93673,36.459276,-119.493224
22530,93673,36.45479,-119.491916
22531,93673,36.449547,-119.488199
22532,93673,36.444297,-119.482869
22533,93673,36.444477,-119.474634
22534,93673,36.458963,-119.474515
22535,93673,36.458942,-119.474784
22536,93673,36.459276,-119.493224
22537,93701,36.750368,-119.813455
22538,93701,36.744751,-119.807226
22539,93701,36.744274,-119.805633
22540,93701,36.744185,-119.796834
22541,93701,36.74683,-119.795805
22542,93701,36.744248,-119.7958
22543,93701,36.744248,-119.791892
22544,93701,36.742501,-119.790505
22545,93701,36.743308,-119.789388
22546,93701,36.743329,-119.777363
22547,93701,36.743132,-119.775529
22548,93701,36.743168,-119.772432
22549,93701,36.750437,-119.772481
22550,93701,36.754203,-119.772492
22551,93701,36.754204,-119.773518
22552,93701,36.754363,-119.774253
22553,93701,36.7546,-119.77477
22554,93701,36.754857,-119.772503
22555,93701,36.757689,-119.772486
22556,93701,36.757708,-119.779256
22557,93701,36.758624,-119.779261
22558,93701,36.757689,-119.781499
22559,93701,36.758185,-119.784056
22560,93701,36.757702,-119.790543
22561,93701,36.755901,-119.790538
22562,93701,36.755886,-119.792794
22563,93701,36.754056,-119.792786
22564,93701,36.754066,-119.790535
22565,93701,36.753021,-119.790532
22566,93701,36.752655,-119.791582
22567,93701,36.752268,-119.790538
22568,93701,36.751125,-119.79503
22569,93701,36.750435,-119.796224
22570,93701,36.7504,-119.801572
22571,93701,36.750937,-119.802827
22572,93701,36.752211,-119.802808
22573,93701,36.752175,-119.804055
22574,93701,36.750385,-119.804053
22575,93701,36.750368,-119.813455
22576,93702,36.7546,-119.77477
22577,93702,36.754363,-119.774253
22578,93702,36.754204,-119.773518
22579,93702,36.754203,-119.772492
22580,93702,36.750437,-119.772481
22581,93702,36.743168,-119.772432
22582,93702,36.731756,-119.772563
22583,93702,36.728644,-119.771767
22584,93702,36.722806,-119.772417
22585,93702,36.721354,-119.772674
22586,93702,36.720717,-119.771506
22587,93702,36.720827,-119.767816
22588,93702,36.71842,-119.766948
22589,93702,36.718452,-119.763656
22590,93702,36.721361,-119.763649
22591,93702,36.721365,-119.764779
22592,93702,36.721372,-119.736376
22593,93702,36.721837,-119.727452
22594,93702,36.721753,-119.730896
22595,93702,36.723929,-119.73104
22596,93702,36.72391,-119.73194
22597,93702,36.726874,-119.731964
22598,93702,36.726906,-119.734764
22599,93702,36.727765,-119.734764
22600,93702,36.727763,-119.731953
22601,93702,36.728664,-119.731949
22602,93702,36.728665,-119.734289
22603,93702,36.73191,-119.734145
22604,93702,36.731929,-119.736372
22605,93702,36.750448,-119.736345
22606,93702,36.758617,-119.736317
22607,93702,36.758618,-119.738635
22608,93702,36.757717,-119.738626
22609,93702,36.758177,-119.749997
22610,93702,36.758133,-119.754467
22611,93702,36.757723,-119.756709
22612,93702,36.761351,-119.756732
22613,93702,36.761341,-119.758979
22614,93702,36.757713,-119.758985
22615,93702,36.757689,-119.772486
22616,93702,36.754857,-119.772503
22617,93702,36.7546,-119.77477
22618,93703,36.778608,-119.792804
22619,93703,36.777706,-119.792799
22620,93703,36.777701,-119.791101
22621,93703,36.776804,-119.79054
22622,93703,36.775896,-119.790538
22623,93703,36.775882,-119.7928
22624,93703,36.772265,-119.792776
22625,93703,36.772271,-119.790529
22626,93703,36.768628,-119.790537
22627,93703,36.768625,-119.792102
22628,93703,36.766578,-119.792535
22629,93703,36.765051,-119.791374
22630,93703,36.763995,-119.790534
22631,93703,36.757702,-119.790543
22632,93703,36.758185,-119.784056
22633,93703,36.757689,-119.781499
22634,93703,36.758624,-119.779261
22635,93703,36.757708,-119.779256
22636,93703,36.757689,-119.772486
22637,93703,36.757713,-119.758985
22638,93703,36.761341,-119.758979
22639,93703,36.761351,-119.756732
22640,93703,36.757723,-119.756709
22641,93703,36.758133,-119.754467
22642,93703,36.758177,-119.749997
22643,93703,36.757717,-119.738626
22644,93703,36.758618,-119.738635
22645,93703,36.758617,-119.736317
22646,93703,36.76516,-119.736321
22647,93703,36.765157,-119.731776
22648,93703,36.779248,-119.731695
22649,93703,36.779496,-119.736258
22650,93703,36.77907,-119.736266
22651,93703,36.779034,-119.740801
22652,93703,36.7783,-119.744621
22653,93703,36.779545,-119.744528
22654,93703,36.779575,-119.76351
22655,93703,36.776849,-119.764027
22656,93703,36.777504,-119.764944
22657,93703,36.779601,-119.772542
22658,93703,36.779678,-119.786089
22659,93703,36.779623,-119.790525
22660,93703,36.778624,-119.79054
22661,93703,36.778608,-119.792804
22662,93704,36.789081,-119.814738
22663,93704,36.787666,-119.813082
22664,93704,36.779405,-119.813098
22665,93704,36.779381,-119.814228
22666,93704,36.777523,-119.814222
22667,93704,36.777539,-119.813102
22668,93704,36.775748,-119.813106
22669,93704,36.775746,-119.814223
22670,93704,36.772087,-119.814233
22671,93704,36.772099,-119.813104
22672,93704,36.770249,-119.813692
22673,93704,36.76669,-119.813662
22674,93704,36.76482,-119.814253
22675,93704,36.765051,-119.791374
22676,93704,36.766578,-119.792535
22677,93704,36.768625,-119.792102
22678,93704,36.768628,-119.790537
22679,93704,36.772271,-119.790529
22680,93704,36.772265,-119.792776
22681,93704,36.775882,-119.7928
22682,93704,36.775896,-119.790538
22683,93704,36.776804,-119.79054
22684,93704,36.777701,-119.791101
22685,93704,36.777706,-119.792799
22686,93704,36.778608,-119.792804
22687,93704,36.778624,-119.79054
22688,93704,36.779623,-119.790525
22689,93704,36.785018,-119.790533
22690,93704,36.784986,-119.793173
22691,93704,36.787645,-119.792767
22692,93704,36.787683,-119.795043
22693,93704,36.788589,-119.795033
22694,93704,36.788625,-119.790515
22695,93704,36.79046,-119.790497
22696,93704,36.790434,-119.792833
22697,93704,36.792293,-119.792276
22698,93704,36.795871,-119.792081
22699,93704,36.797667,-119.793732
22700,93704,36.799472,-119.793316
22701,93704,36.800566,-119.791608
22702,93704,36.804903,-119.791585
22703,93704,36.804915,-119.790451
22704,93704,36.808501,-119.790429
22705,93704,36.822915,-119.790352
22706,93704,36.822887,-119.792604
22707,93704,36.825305,-119.792567
22708,93704,36.825032,-119.790921
22709,93704,36.826517,-119.790316
22710,93704,36.833965,-119.790262
22711,93704,36.83387,-119.796959
22712,93704,36.83709,-119.797396
22713,93704,36.837051,-119.801883
22714,93704,36.837006,-119.808288
22715,93704,36.833606,-119.80831
22716,93704,36.833689,-119.809893
22717,93704,36.830686,-119.810402
22718,93704,36.830919,-119.808316
22719,93704,36.829041,-119.808307
22720,93704,36.829099,-119.810658
22721,93704,36.826459,-119.810561
22722,93704,36.826469,-119.809476
22723,93704,36.824874,-119.808854
22724,93704,36.823227,-119.811245
22725,93704,36.822834,-119.809588
22726,93704,36.821481,-119.809543
22727,93704,36.821043,-119.808343
22728,93704,36.811991,-119.808409
22729,93704,36.811992,-119.809541
22730,93704,36.808928,-119.809587
22731,93704,36.808373,-119.810496
22732,93704,36.80839,-119.808416
22733,93704,36.805741,-119.808511
22734,93704,36.805858,-119.810692
22735,93704,36.808369,-119.810707
22736,93704,36.808359,-119.811651
22737,93704,36.807204,-119.811618
22738,93704,36.807206,-119.812931
22739,93704,36.804583,-119.812948
22740,93704,36.804338,-119.813964
22741,93704,36.801413,-119.813944
22742,93704,36.801361,-119.812953
22743,93704,36.790422,-119.813053
22744,93704,36.786688,-119.808823
22745,93704,36.786963,-119.810135
22746,93704,36.789081,-119.814738
22747,93705,36.779301,-119.844237
22748,93705,36.779248,-119.845169
22749,93705,36.774182,-119.84012
22750,93705,36.771894,-119.838388
22751,93705,36.771955,-119.84432
22752,93705,36.770139,-119.84428
22753,93705,36.770142,-119.841528
22754,93705,36.768788,-119.840488
22755,93705,36.764674,-119.840311
22756,93705,36.764713,-119.823939
22757,93705,36.765701,-119.823924
22758,93705,36.765719,-119.822178
22759,93705,36.764734,-119.82219
22760,93705,36.76482,-119.814253
22761,93705,36.76669,-119.813662
22762,93705,36.770249,-119.813692
22763,93705,36.772099,-119.813104
22764,93705,36.772087,-119.814233
22765,93705,36.775746,-119.814223
22766,93705,36.775748,-119.813106
22767,93705,36.777539,-119.813102
22768,93705,36.777523,-119.814222
22769,93705,36.779381,-119.814228
22770,93705,36.779405,-119.813098
22771,93705,36.787666,-119.813082
22772,93705,36.789081,-119.814738
22773,93705,36.786963,-119.810135
22774,93705,36.786688,-119.808823
22775,93705,36.790422,-119.813053
22776,93705,36.801361,-119.812953
22777,93705,36.801413,-119.813944
22778,93705,36.804338,-119.813964
22779,93705,36.804583,-119.812948
22780,93705,36.807206,-119.812931
22781,93705,36.806535,-119.815052
22782,93705,36.807185,-119.815187
22783,93705,36.80737,-119.826387
22784,93705,36.806944,-119.83015
22785,93705,36.808264,-119.830256
22786,93705,36.808277,-119.832616
22787,93705,36.806589,-119.832645
22788,93705,36.806574,-119.835364
22789,93705,36.806278,-119.835797
22790,93705,36.806407,-119.836662
22791,93705,36.807033,-119.837527
22792,93705,36.808297,-119.83757
22793,93705,36.808286,-119.844433
22794,93705,36.806387,-119.844376
22795,93705,36.802811,-119.84435
22796,93705,36.800749,-119.844326
22797,93705,36.78828,-119.844304
22798,93705,36.788285,-119.843226
22799,93705,36.786464,-119.843196
22800,93705,36.784635,-119.841819
22801,93705,36.781645,-119.844365
22802,93705,36.779301,-119.844237
22803,93706,36.59645,-120.052428
22804,93706,36.594055,-120.052236
22805,93706,36.593996,-120.038327
22806,93706,36.590893,-120.03812
22807,93706,36.589137,-120.038943
22808,93706,36.589293,-120.025551
22809,93706,36.567467,-120.025223
22810,93706,36.565682,-120.025423
22811,93706,36.553785,-120.025315
22812,93706,36.553873,-120.016496
22813,93706,36.546552,-120.016529
22814,93706,36.546601,-120.000981
22815,93706,36.547778,-119.960737
22816,93706,36.546819,-119.960737
22817,93706,36.546855,-119.953621
22818,93706,36.575283,-119.953436
22819,93706,36.575564,-119.917096
22820,93706,36.582828,-119.917057
22821,93706,36.604577,-119.916913
22822,93706,36.604678,-119.90562
22823,93706,36.606528,-119.90788
22824,93706,36.608318,-119.907897
22825,93706,36.608348,-119.903367
22826,93706,36.604701,-119.903469
22827,93706,36.604793,-119.889866
22828,93706,36.591451,-119.889954
22829,93706,36.590295,-119.888587
22830,93706,36.590226,-119.898975
22831,93706,36.582955,-119.899011
22832,93706,36.583084,-119.880961
22833,93706,36.575831,-119.881015
22834,93706,36.575763,-119.89003
22835,93706,36.575229,-119.890029
22836,93706,36.570656,-119.881031
22837,93706,36.570918,-119.865626
22838,93706,36.568692,-119.86301
22839,93706,36.575944,-119.862953
22840,93706,36.576134,-119.835892
22841,93706,36.568973,-119.835902
22842,93706,36.569068,-119.808903
22843,93706,36.561804,-119.808859
22844,93706,36.561827,-119.799894
22845,93706,36.554557,-119.799933
22846,93706,36.5546,-119.787649
22847,93706,36.553344,-119.786284
22848,93706,36.634263,-119.786173
22849,93706,36.635185,-119.785814
22850,93706,36.64152,-119.785559
22851,93706,36.641514,-119.781814
22852,93706,36.642642,-119.779895
22853,93706,36.646971,-119.779594
22854,93706,36.646974,-119.781809
22855,93706,36.648768,-119.781807
22856,93706,36.648794,-119.772776
22857,93706,36.656069,-119.772756
22858,93706,36.656037,-119.78178
22859,93706,36.666981,-119.781767
22860,93706,36.666986,-119.772751
22861,93706,36.686687,-119.772739
22862,93706,36.686841,-119.777213
22863,93706,36.688715,-119.777169
22864,93706,36.688734,-119.781735
22865,93706,36.699575,-119.781747
22866,93706,36.699631,-119.772684
22867,93706,36.704326,-119.77271
22868,93706,36.704362,-119.77176
22869,93706,36.705076,-119.772128
22870,93706,36.706842,-119.773832
22871,93706,36.706789,-119.768573
22872,93706,36.706878,-119.766025
22873,93706,36.706877,-119.765644
22874,93706,36.713051,-119.772434
22875,93706,36.714204,-119.773726
22876,93706,36.714196,-119.776067
22877,93706,36.720674,-119.78319
22878,93706,36.721818,-119.784042
22879,93706,36.721665,-119.784254
22880,93706,36.722554,-119.785261
22881,93706,36.723075,-119.785501
22882,93706,36.724706,-119.785132
22883,93706,36.727893,-119.788697
22884,93706,36.730799,-119.79192
22885,93706,36.73021,-119.792815
22886,93706,36.733193,-119.796087
22887,93706,36.734404,-119.794318
22888,93706,36.73744,-119.797612
22889,93706,36.736809,-119.798504
22890,93706,36.743458,-119.805794
22891,93706,36.744274,-119.805633
22892,93706,36.744751,-119.807226
22893,93706,36.750368,-119.813455
22894,93706,36.748543,-119.813063
22895,93706,36.748516,-119.814718
22896,93706,36.750084,-119.815128
22897,93706,36.750295,-119.816315
22898,93706,36.750247,-119.835561
22899,93706,36.746409,-119.835537
22900,93706,36.746414,-119.844277
22901,93706,36.746383,-119.853163
22902,93706,36.746341,-119.862163
22903,93706,36.7482,-119.862089
22904,93706,36.748317,-119.871159
22905,93706,36.746309,-119.871219
22906,93706,36.746249,-119.880349
22907,93706,36.750044,-119.880228
22908,93706,36.749608,-119.88141
22909,93706,36.746233,-119.884166
22910,93706,36.746205,-119.889259
22911,93706,36.73545,-119.889756
22912,93706,36.7353,-119.916558
22913,93706,36.742572,-119.916369
22914,93706,36.742486,-119.934268
22915,93706,36.735209,-119.93435
22916,93706,36.735124,-119.951815
22917,93706,36.742359,-119.951784
22918,93706,36.742164,-119.968458
22919,93706,36.736542,-119.988068
22920,93706,36.734965,-119.988123
22921,93706,36.734959,-119.997011
22922,93706,36.742345,-119.997094
22923,93706,36.742354,-120.00607
22924,93706,36.705852,-120.006584
22925,93706,36.705877,-120.004419
22926,93706,36.691358,-120.005027
22927,93706,36.691356,-120.024797
22928,93706,36.676743,-120.024688
22929,93706,36.676813,-120.016053
22930,93706,36.669515,-120.01572
22931,93706,36.669472,-120.02458
22932,93706,36.662145,-120.024512
22933,93706,36.662065,-120.042986
22934,93706,36.606598,-120.043464
22935,93706,36.603845,-120.043295
22936,93706,36.59645,-120.052428
22937,93710,36.825305,-119.792567
22938,93710,36.822887,-119.792604
22939,93710,36.822915,-119.790352
22940,93710,36.808501,-119.790429
22941,93710,36.808535,-119.783506
22942,93710,36.8065,-119.783575
22943,93710,36.806383,-119.78135
22944,93710,36.801319,-119.78138
22945,93710,36.801308,-119.779117
22946,93710,36.804918,-119.779078
22947,93710,36.804922,-119.77502
22948,93710,36.801308,-119.77504
22949,93710,36.80132,-119.772277
22950,93710,36.80671,-119.772282
22951,93710,36.806713,-119.770046
22952,93710,36.808577,-119.770005
